,24h_checkin,Air_conditioning,Bedroom_lock,Breakfast,Elevator,Essentials,Heating,Internet,Kitchen,Pets_allowed,Smoking_allowed,TV,Washer,accommodates,bathrooms,bedrooms,cancel_pol,host_id,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,superhost,neighbourhood,January,February,March,April,May,June,July,August,September,October,November,December,Total_days,Availability,Ja_rcounts,Fe_rcounts,Mar_rcounts,Ap_rcounts,May_rcounts,Jun_rcounts,Jul_rcounts,Au_rcounts,Se_rcounts,Oc_rcounts,No_rcounts,De_rcounts,Total_rcounts,Est_bookings,Occupancy_rate,Income_year,Income_month
6356326,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,12355332,1.0,41.382684,2.166707,2.0,29.0,Apartment,4.0,Private room,0,el Raval,7,10,25,28,28,27,31,31,30,31,30,31,309.0,84.66,0.0,0.0,0.0,0.0,2.0,7.0,4.0,7.0,3.0,4.0,2.0,4.0,33.0,16.5,2.47252747253,957.0,79.75
6360030,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,7612762,1.0,41.392935,2.153522,1.0,46.0,Apartment,5.0,Private room,0,l'Antiga Esquerra de l'Eixample,14,17,16,18,31,30,31,31,30,31,30,31,310.0,84.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,13.33,23.0,1.91666666667
6360756,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,33138157,1.0,41.375883,2.147875,1.0,28.0,Dorm,4.0,Private room,0,Hostafrancs,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5,100.0,42.0,3.5
6360764,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,33138170,1.0,41.412028,2.185307,1.0,28.0,Apartment,5.0,Private room,0,el Camp de l'Arpa del Clot,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,13.0,6.5,12.8252788104,182.0,15.1666666667
6361232,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,24398360,0.0,41.415646,2.211518,1.0,17.0,Apartment,4.5,Private room,0,el Bess i el Maresme,22,4,31,30,31,23,31,31,30,31,30,31,325.0,89.04,0.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,5.0,3.0,0.0,0.0,20.0,10.0,0.412087912088,170.0,14.1666666667
6361410,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,4420585,1.0,41.38023,2.174944,2.0,58.0,Apartment,4.0,Private room,0,el Barri Gtic,23,29,31,30,31,30,31,31,30,31,30,31,358.0,98.08,0.0,0.0,0.0,0.0,3.0,5.0,8.0,6.0,8.0,6.0,1.0,0.0,37.0,18.5,100.0,2146.0,178.833333333
6362580,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,strict,18764013,2.0,41.372545,2.166157,4.0,81.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,22,10,31,30,31,30,31,31,30,31,30,31,338.0,92.6,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,6.0,1.0,2.0,22.0,11.0,14.79,3564.0,297.0
636351,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,strict,3172605,1.0,41.395993,2.181296,4.0,59.0,Apartment,4.0,Entire home/apt,0,el Fort Pienc,26,12,26,20,27,24,31,31,30,31,30,31,319.0,87.4,1.0,1.0,1.5,2.33,2.67,2.67,3.67,2.75,2.75,3.25,1.25,1.0,25.84,12.92,0.824175824176,3049.12,254.093333333
6365778,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,33173029,1.0,41.396864,2.152652,1.0,85.0,Condominium,4.5,Entire home/apt,0,Sant Gervasi - Galvany,0,0,0,0,0,25,31,31,30,31,30,31,209.0,57.26,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,9.375,127.5,10.625
6366718,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,flexible,30765767,1.0,41.390643,2.192559,1.0,56.0,Apartment,5.0,Private room,0,la Vila Olmpica del Poblenou,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,4.5,7.04419889503,252.0,21.0
6367304,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,33180134,1.0,41.3802,2.191276,3.0,19.0,Apartment,4.5,Private room,0,la Barceloneta,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,6.0,1.0,0.0,19.0,9.5,5.08474576271,541.5,45.125
6369482,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,33189191,2.0,41.413774,2.213182,1.0,35.0,Apartment,0.0,Private room,0,el Bess i el Maresme,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,13.5245901639,17.5,1.45833333333
6369953,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,19994773,7.0,41.405897,2.174152,1.0,30.0,Apartment,4.0,Private room,0,la Sagrada Famlia,16,29,31,30,31,30,31,31,30,31,30,31,351.0,96.16,0.0,0.0,0.0,0.0,4.0,6.0,6.0,3.0,4.0,5.0,5.0,5.0,38.0,19.0,23.196,570.0,47.5
6370993,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,2.0,1.0,moderate,15892125,0.0,41.4109,2.195232,1.0,11.0,Dorm,3.5,Shared room,0,el Clot,24,28,28,30,31,30,31,31,30,31,30,31,355.0,97.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,6.0,3.0,5.38922155689,33.0,2.75
6371883,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,33204278,2.0,41.374559,2.14205,1.0,29.0,Apartment,4.5,Private room,0,Hostafrancs,16,12,17,18,19,30,31,31,30,31,30,31,296.0,81.1,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,11.0,5.5,8.42696629213,159.5,13.2916666667
6371899,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,33204274,1.0,41.401022,2.181719,2.0,57.0,Apartment,4.5,Entire home/apt,0,el Fort Pienc,0,0,0,0,0,25,31,31,30,31,30,31,209.0,57.26,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,5.5,0.433526011561,627.0,52.25
6371947,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,33111344,1.0,41.391468,2.150113,1.0,40.0,Apartment,5.0,Private room,0,l'Antiga Esquerra de l'Eixample,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.66666666667,40.0,3.33333333333
637232,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,3178074,0.0,41.412349,2.198163,3.0,28.0,Apartment,5.0,Private room,0,Sant Mart de Provenals,28,1,31,30,31,30,31,31,30,31,30,31,335.0,91.78,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,4.0,33.75,336.0,28.0
6372339,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,33206755,1.0,41.39946,2.161401,1.0,25.0,Apartment,4.5,Private room,0,la Vila de Grcia,0,0,25,30,31,30,31,31,30,31,30,31,300.0,82.19,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,1.0,0.0,17.0,8.5,5.41666666667,212.5,17.7083333333
6372621,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,3.0,1.0,flexible,28914794,1.0,41.39111,2.141595,1.0,23.0,Dorm,4.5,Shared room,0,les Corts,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,11.0,5.5,6.10465116279,126.5,10.5416666667
6376091,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,flexible,9774984,0.0,41.400857,2.143474,2.0,39.0,Apartment,4.5,Private room,0,Sant Gervasi - Galvany,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.5,4.0059347181,117.0,9.75
638009,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,3182737,1.0,41.40074,2.194451,3.0,40.0,Apartment,5.0,Private room,0,el Parc i la Llacuna del Poblenou,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,1.23626373626,240.0,20.0
638018,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,3183153,0.0,41.393185,2.14482,3.0,85.0,Loft,4.5,Entire home/apt,0,Sant Gervasi - Galvany,22,1,31,30,31,28,12,31,30,31,30,31,308.0,84.38,1.33,2.0,2.67,3.0,3.0,3.33,3.0,4.33,2.67,2.5,1.75,1.67,31.25,15.625,5.67567567568,3984.375,332.03125
6380666,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,2.0,strict,12637232,0.0,41.385907,2.201043,2.0,103.0,Boat,4.5,Entire home/apt,0,la Vila Olmpica del Poblenou,29,29,31,30,31,0,0,0,0,29,30,31,240.0,65.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,9.05172413793,103.0,8.58333333333
6381267,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,3376710,0.0,41.406773,2.158016,3.0,89.0,Apartment,4.5,Entire home/apt,0,la Vila de Grcia,27,29,29,30,31,30,31,31,30,31,30,31,360.0,98.63,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,0.847457627119,400.5,33.375
6382705,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,4289463,2.0,41.384646,2.175224,2.0,80.0,Apartment,5.0,Entire home/apt,0,el Barri Gtic,26,29,31,30,31,30,31,31,30,31,30,31,361.0,98.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.5,14.7457627119,240.0,20.0
6383226,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,2469261,0.0,41.379827,2.165649,2.0,28.0,Apartment,4.0,Private room,0,el Raval,25,29,31,30,31,30,31,31,30,31,30,31,360.0,98.63,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0,14.0,7.0,1.43769968051,392.0,32.6666666667
6384264,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,strict,7168856,0.0,41.378701,2.153594,2.0,54.0,Apartment,4.5,Entire home/apt,0,la Nova Esquerra de l'Eixample,19,29,31,30,31,30,31,31,30,31,30,31,354.0,96.99,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,18.0,9.0,10.4278074866,972.0,81.0
6384387,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,32736439,2.0,41.38131,2.188357,2.0,39.0,Apartment,4.5,Private room,0,la Barceloneta,0,29,31,27,31,30,31,31,30,31,30,31,332.0,90.96,0.0,0.0,0.0,0.0,1.0,5.0,3.0,4.0,5.0,7.0,1.0,0.0,26.0,13.0,6.33802816901,1014.0,84.5
6388615,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,flexible,23366287,1.0,41.388655,2.160484,1.0,76.0,Apartment,4.5,Private room,0,l'Antiga Esquerra de l'Eixample,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,2.5,8.28488372093,190.0,15.8333333333
6390297,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,strict,33314396,1.0,41.404517,2.160618,1.0,24.0,Apartment,4.5,Private room,0,la Vila de Grcia,29,29,31,1,0,0,0,0,0,0,0,0,90.0,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,5.80110497238,48.0,4.0
639137,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,1257705,0.0,41.384198,2.143419,1.0,75.0,Loft,1.0,Entire home/apt,0,la Nova Esquerra de l'Eixample,26,26,31,30,31,29,26,31,30,26,30,31,347.0,95.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.88461538462,37.5,3.125
6392705,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,flexible,26797248,1.0,41.414933,2.174632,3.0,33.0,House,5.0,Private room,0,el Guinard,0,0,0,0,0,23,31,31,30,31,30,31,207.0,56.71,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.47252747253,198.0,16.5
639649,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,moderate,3193594,0.0,41.376097,2.163318,3.0,119.0,Apartment,5.0,Entire home/apt,0,Sant Antoni,6,9,15,26,20,30,10,23,27,24,30,31,251.0,68.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,16.265060241,178.5,14.875
639762,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,3194163,1.0,41.408152,2.208122,2.0,29.0,Apartment,5.0,Private room,0,Diagonal Mar i el Front Martim del Poblenou,0,0,0,0,0,0,0,0,0,31,30,31,92.0,25.21,3.0,1.0,1.5,6.0,6.0,5.5,3.33,3.0,5.0,2.5,2.0,1.5,40.33,20.165,9.09090909091,1169.57,97.4641666667
6397620,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,flexible,1391607,0.0,41.38521,2.159764,3.0,140.0,Apartment,4.0,Entire home/apt,0,l'Antiga Esquerra de l'Eixample,14,24,31,17,27,27,21,22,30,31,30,31,305.0,83.56,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,2.5,15.7024793388,1050.0,87.5
6397672,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,flexible,4906099,0.0,41.373646,2.166505,2.0,105.0,Apartment,4.0,Entire home/apt,0,el Poble Sec,29,22,31,30,29,28,31,31,28,31,30,31,351.0,96.16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,7.39130434783,420.0,35.0
6397780,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,33359234,1.0,41.414953,2.215147,2.0,20.0,Apartment,4.5,Private room,0,el Bess i el Maresme,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,9.0,4.5,13.5048231511,180.0,15.0
639820,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,2.0,2.0,moderate,3194412,0.0,41.376432,2.161323,2.0,65.0,Apartment,4.5,Entire home/apt,0,Sant Antoni,29,21,27,14,17,26,20,24,27,24,30,31,290.0,79.45,1.0,1.0,2.0,3.0,1.67,2.33,2.0,2.33,2.25,1.33,1.5,2.0,22.41,11.205,10.4456824513,1456.65,121.3875
6398706,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,2.0,flexible,1391607,0.0,41.393456,2.200152,3.0,151.0,Apartment,4.5,Entire home/apt,0,la Vila Olmpica del Poblenou,23,23,28,20,31,25,24,27,30,31,30,31,323.0,88.49,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,15.6385714286,906.0,75.5
6398758,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,3.0,strict,28283529,2.0,41.372463,2.172498,3.0,89.0,Apartment,4.5,Entire home/apt,1,el Poble Sec,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.12087912088,267.0,22.25
639941,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,2.0,flexible,1391607,0.0,41.400789,2.155131,3.0,90.0,Apartment,4.5,Entire home/apt,0,la Vila de Grcia,24,25,31,25,24,11,31,31,30,31,30,31,324.0,88.77,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,5.5,2.75,2.55681818182,742.5,61.875
6400154,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,33372450,1.0,41.373178,2.169799,2.0,30.0,Bed & Breakfast,5.0,Private room,0,el Poble Sec,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.61445783133,60.0,5.0
6400686,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,1654782,2.0,41.371756,2.157312,2.0,39.0,Apartment,5.0,Private room,0,el Poble Sec,8,0,0,0,0,23,31,31,30,31,30,31,215.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,6.0,3.0,9.10404624277,234.0,19.5
640130,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,strict,3196093,0.0,41.379056,2.149136,2.0,39.0,Apartment,4.0,Private room,0,la Nova Esquerra de l'Eixample,0,28,31,30,31,30,31,31,30,31,30,31,334.0,91.51,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,2.88461538462,117.0,9.75
6401581,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,2.0,moderate,33381049,0.0,41.420305,2.172096,3.0,75.0,House,4.5,Entire home/apt,0,el Guinard,20,29,31,30,31,30,31,31,1,0,0,0,234.0,64.11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,3.0,12.6506024096,675.0,56.25
640268,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,3196093,5.0,41.380823,2.152459,2.0,32.0,Apartment,5.0,Private room,0,la Nova Esquerra de l'Eixample,0,27,31,30,31,30,31,31,30,31,30,31,333.0,91.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.23626373626,64.0,5.33333333333
6406071,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,moderate,32410328,1.0,41.376769,2.135121,2.0,25.0,Apartment,4.5,Private room,0,Sants,18,29,31,30,31,30,31,31,30,31,30,31,353.0,96.71,0.0,0.0,0.0,0.0,2.0,5.0,7.0,3.0,5.0,1.0,7.0,3.0,33.0,16.5,100.0,825.0,68.75
6406165,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,4.0,flexible,12637232,0.0,41.387345,2.198277,2.0,235.0,Boat,5.0,Entire home/apt,0,la Vila Olmpica del Poblenou,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.56849315068,470.0,39.1666666667
6408265,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,0.0,2.0,strict,5982709,1.0,41.396055,2.198757,7.0,181.0,Loft,4.0,Entire home/apt,0,el Poblenou,1,0,0,0,0,22,31,31,30,31,30,31,207.0,56.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,9.1922005571,633.5,52.7916666667
6410633,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,2.0,moderate,7134778,1.0,41.398771,2.162065,3.0,90.0,Apartment,4.5,Entire home/apt,0,la Vila de Grcia,25,29,31,30,31,30,31,31,30,31,30,31,360.0,98.63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,10.4166666667,540.0,45.0
6411238,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,2.0,strict,12643807,5.0,41.404043,2.172169,2.0,75.0,Condominium,4.0,Entire home/apt,0,la Sagrada Famlia,23,29,31,30,29,0,0,0,0,29,30,31,232.0,63.56,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,1.0,17.0,8.5,0.420168067227,1275.0,106.25
6412154,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,3541131,0.0,41.426974,2.136023,2.0,40.0,Loft,5.0,Entire home/apt,0,Sant Gens dels Agudells,9,0,0,21,21,24,27,31,30,31,30,31,255.0,69.86,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,0.0,11.0,5.5,11.6666666667,440.0,36.6666666667
6413258,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,3800200,0.0,41.380746,2.165928,2.0,55.0,Apartment,4.5,Entire home/apt,0,el Raval,2,3,4,4,9,14,12,10,30,31,30,31,180.0,49.32,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,30.0,15.0,10.1941747573,1650.0,137.5
6415032,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,33422983,1.0,41.403354,2.158389,3.0,55.0,Apartment,4.5,Entire home/apt,0,la Vila de Grcia,0,0,0,0,0,22,31,31,30,31,30,31,206.0,56.44,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.06611570248,330.0,27.5
641603,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,1752496,1.0,41.408548,2.157588,1.0,72.0,Apartment,5.0,Entire home/apt,0,la Vila de Grcia,18,8,4,3,3,17,25,28,30,31,30,31,228.0,62.47,4.0,5.33,4.67,4.0,4.0,2.67,5.0,4.33,3.0,4.67,4.0,2.67,48.34,24.17,2.95774647887,1740.24,145.02
6417603,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,moderate,7704102,1.0,41.399895,2.183777,2.0,64.0,Apartment,5.0,Private room,0,el Fort Pienc,3,29,31,2,0,0,0,0,0,0,0,0,65.0,17.81,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,11.0,5.5,6.64819944598,704.0,58.6666666667
6418395,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,15819790,1.0,41.424829,2.167772,2.0,80.0,Apartment,5.0,Private room,0,la Font d'en Fargues,27,29,31,2,0,0,0,0,0,0,0,0,89.0,24.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,7.41758241758,80.0,6.66666666667
6421320,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,23026171,1.0,41.402907,2.159755,4.0,80.0,Apartment,5.0,Entire home/apt,0,la Vila de Grcia,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,12.0,6.0,10.2857142857,1920.0,160.0
6421521,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,4427588,3.0,41.392613,2.169652,1.0,29.0,Apartment,4.5,Private room,0,la Dreta de l'Eixample,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5.0,7.0,7.0,5.0,4.0,40.0,20.0,7.26889534884,580.0,48.3333333333
6423824,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,33107503,1.0,41.401908,2.173998,2.0,78.0,Apartment,4.5,Entire home/apt,0,la Sagrada Famlia,0,0,0,0,0,21,31,31,30,31,30,31,205.0,56.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.5,3.00859598854,234.0,19.5
6424873,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,2454821,0.0,41.399347,2.203823,3.0,55.0,Apartment,4.0,Private room,0,el Poblenou,0,0,0,0,0,30,31,31,30,31,30,31,214.0,58.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.5,21.8853868195,247.5,20.625
6428516,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,strict,852613,2.0,41.382804,2.175745,1.0,40.0,Apartment,4.5,Private room,0,el Barri Gtic,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,4.0,2.0,4.0,0.0,18.0,9.0,0.414364640884,360.0,30.0
6429056,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,3.0,strict,7274463,3.0,41.429536,2.134888,3.0,250.0,House,4.5,Entire home/apt,0,Sant Gens dels Agudells,27,29,31,1,0,0,0,0,0,0,0,0,88.0,24.11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.2743362832,750.0,62.5
6429227,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,7637761,0.0,41.396125,2.171127,3.0,90.0,Loft,1.0,Entire home/apt,0,la Dreta de l'Eixample,0,0,0,0,0,1,31,31,18,0,0,0,81.0,22.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.923076923077,270.0,22.5
6429296,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,1.0,strict,6440167,1.0,41.424128,2.150605,1.0,35.0,House,4.5,Private room,0,la Teixonera,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,4.0,0.0,1.0,19.0,9.5,1.65745856354,332.5,27.7083333333
6429674,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,33552919,1.0,41.411544,2.139408,1.0,40.0,Apartment,4.5,Private room,0,el Putxet i el Farr,0,29,31,30,31,30,31,31,30,31,30,31,335.0,91.78,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,30.9523809524,40.0,3.33333333333
